	0
16	در تست‌های سخت افزاری،  این تبلت بسیار قدرتمند تر از Samsung Galaxy Tab 10.1 و Asus TF300 نشان داد که این خبر بسیار خوبی است.
17	همه چيش عاليه .
18	مثلا عکاسي از يک چهره خيلي قرمز يا صورتي يا زرد رنگ نيست .
19	من خودم اين تبلت رو دارم و هيچ مشکلي نداره رزولوشن عالي هست هيچ فرقي با نوت ۱۰.
20	دوربينش واقعا عاليه.
21	يه حسني که داره نور محيطو جذب ميکنه بازتاب نميکنه برنامه‌هاي متنوعي داره مثل کيدز که براي سرگرمي بچه هاست به نسبت قيمتش و سه بعدي بودنش و کنتراست بالايي که داره فوق‌العاده قيمتش مناسبه رزولوشن عالي داره ميشه گفت هيچ جاي سياهي هم اطراف تصوير نمي داره من نسخه فيلم هاي فول اچ دي رو روش تست کردم واقعاً عاليه .
22	کیفیت تصاویر تولید شده شفاف و رنگ‌ها نیز کاملا طبیعی و زنده هستند.
23	"سلام 
من الان  دارم با اين گوشي متن رو مي‌نويسم 
امروز دستم رسيد رنگ مشکي از ديجي کالا خريدم
فوق العادست 
صفحه نمايش عالي اندازه بزرگو باريک و عالي 
تاج منو هاش با نيم ساعت کار کردن ياد ميگيري و مشکلي نداره."
24	از قابلیت‌های این دوربین می‌توان به عکاسی HDR،  لرزش گیر دست،  تشخیص چهره و عکاسی پیاپی اشاره نمود.
25	و اگه داشته باشين به نسبت به قيمتش عاليه.
26	شاید خواسته با این کار کماکان Note 10.1 را خاص نگه دارد.
27	اما ساخت این تبلت تفاوت خاصی نکرده و جنس پلاستیکی بدنه در این تبلت هم تکرار گشته است.
28	فوق العاده هستش.
29	اپل رو واقعا دوست دارم.
30	البته این پیشرفت را می توان در همه ی مدل های سال 2012 ی سونی مشاهده کرد.
31	• دوربین یکی از بزرگ‌ترین ضعف‌های نسل چهارم iPod Touch،  دوربین آن بود که دقت آن کمتر از یک مگاپیکسل است.
32	لنز وايد ،  از کجا ميشه تهيه کرد و قيمتش حدودا چقده؟
33	اگر به دنبال لپ ‌تاپی زیبا،  خوش ساخت و با قیمتی مناسب هستید،  مطمئنا لپ‌تاپ‌های سری 3 کمپانی سامسونگ،  جزو بهترین انتخاب‌های شما خواهند بود.
34	)8- و اما مهمترين برتري: قيمت اين گوشي نصف HTC Desire SV است.
35	که من اصلا انتظارشو نداشتم خيلي بد و ضعيف آنتن ميده و براي يک محيط خونگي شايد اينترنتش خوب باشه نه بيشتر.
36	دليل من داغ شدن اون هست و البته داغ شدن سيستم بعد از حدود يک ساعت و خورده اي بازي !
37	پردازنده تک هسته اي تقريبا خوب عمل مي کنه ولي نه در حدي که همون کار رو پردازنده اي دو هسته اي اپل انجام مي ده ولي برنامه هايي که باعث مي شن پردازنده اي 4 هسته ايش راه بيفته ديگه جايي رو براي شک باقي نمي زاره که شما بهترين تبلت اندرويدي رو تو دستاتون دارين.
38	مرورگر موجود بر روی این گوشی نیز مرورگر استاندارد گوگل یعنی کروم می‌باشد که در کنار امکانات متنوع ارتباطی و سخت افزار مناسب این گوشی،  گشت و گذار در اینترنت با سرعت بالا را برای کاربر امکان پذیر می‌سازد.
39	از ديجي کالا هم ممنونم.
40	فقط نميشه بازيهاي HD روش نصب کرد من خودم نصب کردم سرعتش کم مياره.
41	در ضمن، با وجود راه های ارتباطی متنوع مانند 3G،  Wi-Fi،  GPRS و Edge به راحتی می‌توان با دنیای اینترنت در ارتباط بود.
42	برای شروع،  اپل تمام برنامه های اصلی خود (مانند Aperture،  iMovie،  Final Cut Pro X) را برای این صفحه نمایش به‌روزرسانی کرده است ولی برنامه های جانبی دیگر (مانند مرورگر Google Chrome) که برای چنین دقتی طراحی نشده‌اند،  به این خوبی نخواهند بود.
43	اما کلید پاور و جک 3.5 میلی متری صدا،  در لبه‌ی بالایی این گوشی تعبیه شده‌اند.
44	مدل‌های میانی بیشتر از نسل دوم پردازنده های دو هسته ای Intel Core i5 و Intel Core i3 استفاده می‌کنند.
45	تصاویر گرفته شده با این وب کم از کیفیت رضایت بخشی برخوردارند.
46	مرورگر موجود بر روی این دستگاه،  مرورگر استاندارد سامسونگ است که عملکرد مناسبی دارد.
47	همچنین در این هنگام می‌توانید تنظیماتی چون جبران نوردهی یا همان Exposure Compensation،  تراز سفیدی و نورسنجی را هم بر عهده بگیرید.
48	اميدوارم تو آيفون بعدي با امکانات جديد اين مشکل رو رفع کنه.
49	اما با وجود استفاده مایکروسافت از پنل Touch و LCD در یک لایه،  دید در زاویه و همچنین عملکرد این صفحه نمایش در زیر نور آفتاب،  بسیار عالی و راضی کننده خواهد بود.
50	به هر صورت همانطور که گفتیم،  دوربین ورزشی GoPro HD Hero یک وسیله ی ایده آل برای ثبت لحظات پر هیجان و خاطره انگیز ورزشکاران است.
51	در نهايت بايد بگم ديجي کالا کارش درسته و ميدونه چي معرفي کنه
52	با برنامه‌های کاربردی برای تندرستی - Fitness سامسونگ می‌توانید برنامه‌های ورزشی و تمرینی خود را در منزل اجرا کنید و با قابلیت برنامه‌های کاربردی برای خانواده - Family Story سامسونگ می‌توانید مطمئن باشید که لحظات و خاطرات ارزشمند خانوادگی نه تنها ذخیره می‌شوند بلکه توسط تلویزیون هوشمند شما به اشتراک گذاشته خواهند شد.
53	اصلا فکر نکنين که واسه بازي هاي آنلاين نياز به سرعت افسانه هاي دارين.
54	این گوشی مجهز به WLAN برای اتصال به شبکه از طریق سرویس‌های وایرلس محلی و GPS داخلی برای استفاده از انواع اپلیکیشن‌های GPS محور هم می‌باشد.
55	تجربه ي شخصي ام نشان مي دهد که اگر چه گالکسي اس تري گوشي محبوب و خوبي هست ولي آيفون واقعا چيز ديگري است و از لحاظ سهولت کاربري نرم افزار ios و گستره بي نظير نرم افزارهاي مرتبط و  امکاناتي مانند پيام رساني ،  سرچ در دفترچه تلفن و کليه محتويات  و نوت هاي ايجاد شده  و کتب الکترونيکي ،  سهولت  تماس،  قابليت بسيار آسان  در وبگردي و کپي برداري از صفحات وب ،  آيفون برنده ي بي رقيب ميدان است.
56	ولي مطمئن شدم که ion بهتر از acro s هست.
57	"""محدوديت بزرگترين کابوس بشر است!"
58	"من بين Nikon Coolpix L870 و اين گير افتادم اما دارم پولامو جمع و جور ميکنم که اين رو بخرم فکر ميکنم گزينه بهتريه 
"
59	در مقابل رقبایی مانند iPad mini یا Nexus 7 و یا حتی FonePad،  از نظر کیفیت ساخت باید Note 8 را در آخرین رده قرار دهیم.
60	در مجموع اگر که ميخواهيد گوشي اي براي 4 يا 5 سال داشته باشيد که قديمي نشه ساپورت بشه برنامه هاي متنوع و با کيفيت بالا داشته باشه اين گوشي رو از دست نديد!
61	"من رنگ قرمز اين لپ تاپ رو از ديجي کالا خريدم  نسبت به قيمتش و همرده هاش توي برند هاي ديگه واقعا مي ارزه  نقاط قوت يو اس بي 3 و تاچ پد مولتي تاچ و فن بي صدا ،  باطري خيلي خوب ،  صفحه نمايش و کيبورد با کيفيت ،  کيفيت بسيار خوب اسپيکر ها و بلندي صدا عالي که  با لپ هاي رده بالاتر برابري ميکنه
نقاط ضعفش با اينکه بدنه و کيبورد و رنگ بسيار با کيفيتي داره اما در بعضي قسمت ها زياد جالب نيست مثلا شيار دي وي دي درايو خيلي خوب با بدنه هماهنگ نيست مشکل بعدي که داشت با اينکه به همراه لپ تاپ يک سي دي شامل درايور هاي دستگاه بود اما کارت واي فاي دستگاه به هيچ عنواني راه نميفتاد تا اينکه بعد از دست چرخيدن بين چند متخصص نرم افزار راه اندازي شد حتي درايور موجود در سايت لنوو هم مفيد نبود و پيشنهاد ميکنم از بسته خدمات نصب ويندوز توسط ديجي کالا استفاده شود تا هزينه رفت و امد و هدر شدن وقت رو مثل من پرداخت نکنيد
در کل با اين سي پي يو و رم  لپ تاپ فوق العاده مناسب و پر سرعت براي مولتي مديا ،  اينترنت و آفيس و نرم افزار هاي سبک مي باشد و نسبت به امکانات و همرده هاش امتياز کلي 9 بسيار مناسبش هست"
62	نسل جديد کنسول‌هاي بازي که در حال حاضر آخرين نسل از کنسول‌هاي موجود در بازار هستند،  ابتدا در سال ۲۰۰۵ ميلادي توسط مايکروسافت ارائه شدند.
63	پس اگر شما هم به دنبال یک تلفن همراه دو سیم کارته هوشمند هستید،  HTC Desire SV را نیز جزو گزینه های خود قرار دهید.
64	دومين ضعف دير عمل کردن کليد هاي لمسي پايين صفحه نمايش ميباشد و جنس فلزي پشت گوشي که بعد از چندين ماه استفاده يه لايه براق روش داره که کنده مي شه و گوشي ظاهر جذاب خود را از دست مي دهد که ضعف اخر قابل رفع است با کمک يه گارد و کيس مخصوص گوشي که هم جلوي ضربه به گوشي را ميگيرد و هم رخ گوشي رو مثل روز اول نگه مي دارد.
65	یک پورت USB 2.0،  یک پورت ترکیبی ورودی و خروجی صوتی و درایو نوری نیز در سمت راست نوت‌بوک تعبیه شده‌اند.
66	پنل کنترل خیلی ساده است و فقط دو نمایشگر LED در کنار دکمه های بالا و پایین،  Start و Stop،  دکمه‌ی Setup،  دکمه‌ی Dark/Light tone و دکمه‌ی Copy Size قرار گرفته است.
67	من خودم صفحه آيپاد نسل 4 رو با صفحه اکسپريا اس مقايسه کردم اما نه تنها برتري اکسپريا اس برام محسوس نبود بلکه از آيپاد خيلي بيشتر لذت بردم.
68	همچنین،  وزن آن 129 گرم می‌باشد.
69	در مود Program اختیاراتی نسبی در تنظیمات نوردهی خواهید داشت و این در حالیست که در مود Manual می‌توانید به طور کامل تنظیمات نوردهی را در دست بگیرید.
70	وجود يک پورت HDMI و هارد ديسک ۱۲۰ گيگابايتي اصلي‌ترين تفاوت‌هاي Premium وElite به شمار مي‌روند.
71	"سلام من يک ماهي ميشه که اين دوربين رو خريدم کارايي بالايي در برابر قيمتش داره 
کيفيت عکساش فوق العاده است سوني واقعا سنگ تموم گذاشته."
72	به علاوه از پورت USB 3.0 هم بهره می‌برد.
73	احتمالا من اولين مشتريش باشم،  چون خريد از بازار علاوه بر وجود قيمت هاي غير واقعي احتمال دستکاري تو جعبه رو داره.
74	زوم اپتيکال +زوم ديجيتال=120xشخيص رنگهاي قرمز، آبي، زرد، سبز و گرفتن عکس سياه و سفيد که درآن فقط رنگ انتخاب شده رنگي ميافتد.
75	در ابتدا بابت این باتری کاملا نا امید شدیم،  اما بعد از تست‌های انجام شده شاهد بودیم که این تبلت قادر بود تا 8 ساعت ممتد ویدئو پخش نماید که برای تبلت های 10 اینچی کاملا نرمال است.
76	) مشکل گرفتن که آخر هم هارد رو بهم ندادن و گفتن زنگ مي‌زنن.
77	هنگامي که تبلت آيپد 3 رو خريدم تفاوت خاصي رو در دو سيستم عامل  متوجه شدم.
78	موفق باشين
79	)تا بتونه استفاده کننگان از محصولاتش رو بيشتر نسبت به ضعف هاي محصولاتش گمراه کنه.
80	به نظر من درسته از لحاظ سخت افزاري XBOX 360 Slim از PS3 Slim کمي ضعيفتره،  اما بايد توجه داشته باشيم که براي کشش گرافيکي و اجراي بهتر بازي ها XBOX حدود 512 مگابايت در اختيار گرافيک و پخش تصويري بازي ها قرار ميده ولي PS3 حدود 256 مگابايت.
81	البته اپل ادعا کرده است که حتی با وجود استفاده های سنگین،  باتری MacBook Pro 2012 حداقل سه الی چهار سال عمر خواهد کرد.
82	"اگر نداشته باشيد تلوزيون اصلا کاربرد نداره
2.اين تلویزيون بسيار خوبي است ولي تو ايران زياد کارآمد نيست زيرا بيشتر برنامه هاي کاربرديش مثل برنامه اصلي ورزش تلوزيون فيلتر است و نمي تونيد از برنامه هاي کاربردي ان استفاده کنيد (البته ايران خودش چند تا برنامه و بازي عالي در سامسونگ اپس گذاشته است)
در پايان بايد به مرورگر خود تلوزيون بپردازم که واقعاً عاليه و من از اون راضي بودم ولي اگر کاربران بتوانند براي راحتي خودشون يک کيبرد و موس بي سيم هم بگيرند راحت‌تر مي توانند از مرورگر استفاده کنند و
کيفيت تلوزيون که براي شبکه هاي ايران کيفيت خوبي ندارد ولي براي فيلم هاي فول اچ دي عاليه 

اميدوارم تونسته باشم راهنماييتون کرده باشم"
83	بهترين تبلت دنيا در همه زمينه ها.
84	الان ۱ هفته شده که استفاده ميکنم ،  همه چيزش خوبه بجز ۲ مورد که يکم آدمو ناراحت ميکنه: باتريش که نهايت ۲۰ ساعت کار ميده با استفاده نرمال و کليدهاي سخت افزاريش که بعضي مواقع بايد بيشتر از ۲_۳ بار فشار داد.
85	حساسیت سنسور نیز تا 3200 بالا می‌رود که خیلی خوب است.
86	فقط نتونستم Fingerprint رو فعال کنم.
87	این دو دوربین از نوع نشانه و عکس یا Point to Shoot می باشند.
88	البته يه مشکل کوچک داره اونم وقتي به شارژ وصله يه کم احساس شوک ايجاد ميکنه.
89	از نظر کیفیت ساخت و استحکام نیز به ممد استفاده از محفظه ضد آب و پوشش لاستیکی یا Robber Coat آن؛ واقعا درجه یک است.
90	محاسن:ـ استفاده از ويندوز فون هشت يک تجربه عالي و لذت بخش است و به نظر مي رسد که باعث خلاص شدن از دست بسياري از مشکلات آندرويد است.
91	بهترين چيز در مورد ۳۶۰ اين است که الان داراي بهترين و بيشترين بازي در بين رقباي خود است.
92	سخت افزار داخلی اپل در Retina MacBook Pro از نسل سوم پردازنده های چهار هسته ای Intel Core i7 با نام Ivy Bridge استفاده کرده است.
93	با سلام، من حدود 3ماهه اين دوربينو خريدم و در اين مدت به نقاط قوتي همچون لنز فوق‌العاده کارل زايس، زوم بالا، نويز کم حتي در ايزو3200، صفحه نمايش با کيفيت و از همه مهمتر فيلم‌برداري فوق‌العاده اون پي بردم و خريدش رو به همه ي عکاسان حرفه اي و آماتور پيشنهاد ميکنم.
94	اکثر شما با دستگاه‌هاي بازي‌هاي کامپيوتري (کنسول‌هاي بازي) آشنايي داريد و احتمالا با آن‌ها بازي کرده‌ايد.
95	و بايد توسط کاربر فعال شوند !
96	LG هم به عرصه 5 اينچي ها پيوست.
97	سینی های تغذیه‌ی کاغذ نیز می‌توانند موقعی که به آن ها نیازی نیست در سر جای خود بسته شوند.
98	هر از چند گاهي مثلن وقتي که برق قطع ميشود کاغذ که وسط دستگاه گير کرده براي در آوردنش ريسک بايد بکني بکشي در بياد يا نه مونده به شانس شما از روشهاي مختلف امتحان کردم خودش نميتونه در بياره.
99	با رد تماس امکان ارسال SMS اتوماتيک وجود ندارد.
100	به نظر من تنها مشکلش وايد کم اونه که بايد يه لنز وايد بخريد اما يه کم گرونه .
101	من در آخر اينو بهتون بگم که قبل از اينکه ray بخرم خيلي تحقيق کردم و به اين نتيجه رسيدم که تو اين رنج قيمت بهترين انتخاب xperia ray هست و حتي از سامسونگ گالاکسي ace هم از همه لحاظ بالاتره.
102	"با سلام 

من اين هارد رو توي تخفيفات سفارش دادم ."
103	کلا شبيه ديزاير ايکسه ولي خيلي ارزونتره.
104	من هم ايکس باکس دارم هم پي اس 3،  هر دوشون بجاي خود خوبن،  ولي انحصاريهاي پي اس 3 يه چيز ديگش که ايکس باکس به گرد پاشونم نميرسه.
105	به هر صورت همانطور که گفتیم،  Hp Laser Jet Pro M1132 MFP پرینتر لیزری سیاه و سفیدی (تک رنگ) است که سرعت و کیفیت بسیار بالایی را در عمل چاپ ارایه می‌دهد.
106	سرعت خيلي خوبه.
107	با این حال این حسگر حساسیت فوق العاده بالایی نسبت به نور دارد تا در شرایط نوری ضعیف تر هم دوربین بتواند تصاویر با کیفیت بالایی را ضبط کند.
108	همچنین وجود یک گیگابایت حافظه رم در کنار ین پردازنده،  باعث عملکرد روان‌تر گوشی خواهد شد.
109	تمام پک‌ها دقيقا يک نوع کنسول و با قدرت کاملا يکساني را دارا هستند.
110	من اين محصول رو توي تخفيف خريدم خيلي عالي و ظريفه.
111	کافيه از جدول مقايسه همين سايت استفاده کنين تا متوجه برتري هاي اين تبلت بشيد.
112	هر برنامه و بازي که خواستيد با خيال راحت بريزيد و از اجراي آن مطمئن هستيد.
113	يه برنامه براي 3 بعدي کردن عکس ها داره حالا زيادم انتظار بالايي نداشته باشين از نرم افزاره ولي به امتحانش ميارزه يه مورد هم از معايبش اينه که اگه وسايلي مثل کيس يا هر چيز ديگه مي خواين با پورت SVIDEO وصل کنيد ورودي SVIDEO نمي‌خوره 
114	باطريش خيلي ضعيفه
115	تاکنون نقدی برای اين محصول درج نشده است.
116	فوکوس خودکار،  ژئوتگینگ و همچنین حالت‌های مختلف تصویربرداری،  عکاسی و فیلم برداری با این گوشی را بسیار لذت بخش می‌کند.
117	عدم اجراي فيلم هاي بلوري .
118	یکی از مهمترین و بهترین امکانات اضافه شده در GALAXY Tab 2 7.0 سیستم عامل آن است.
119	چيزي که مي مونه و حس ميشه کيفيته.
120	و اين در حالي است که شرکت SAMSUNG يا htc يا LG با درست کردن گوشي هاي متفاوت سليقه ي بسياري از افراد را جذب کردن .
121	همانطور که گفتیم،  GoPro HD Hero توانایی ضبط ویدیویی بسیار با کیفیت و با رزولوشن بالای Full HD و رزولوشن 1080p در 30 فریم بر ثانیه را دارد.
122	طراحی و ساخت از نظر طراحی و کیفیت ساخت،  می‌توان گفت که هواوی در مورد این تبلت سنگ تمام گذاشته است.
123	بیشترین بهبودها نسبت به Tipo را می‌توان در نمایشگر بزرگ‌تر،  دوربین با رزولوشن بیشتر و دوربین دوم برای مکالمه‌ی تصویری دانست.
124	به نظر من هيچ فرقي با نوت2 نداره.
125	همچنین حافظه رم این دستگاه نیز 512 مگابایت است.
126	همچنين در صورت کاهش توان باتري گيم پد بي سيم،  چراغ اطراف پاور به صورت چشمک‌ زن به کاربر هشدار خواهد داد.
127	ولي فعلا تا اين لحظه که خيلي ازش راضيم مخصوصا از صفحه نمايشش.
128	اما به هر حال، برای کسانی که ابعاد گوشی و امکان کار با یک دست برایشان مهم است،  گوشی‌های بزرگ‌تر از 4.5 اینچ اصولا چندان کاربردی نیستند.
129	من ميخوام نوت2 يا ايفون5 بگيرم براي همين تحقيقاتي انجام دادم و به نتايج جالبي رسيدم.
130	از نظر ضبط ویدیویی، فیلم‌های ضبط شده بسیار شارپ و با‌کیفیت هستند.
131	بخصوص اينکه U3 هم ساپورت ميکنه.
132	من با هر دو امتحاد کردم و ايپد بهتر است مخصوصا وقتي در جايي با نور کم عکس مي گيريد اختلاف کاملا مشخص استو در فيلم برداري واقعا ايپد کيفيت بهتري داره کيفيت صفحه:کيفيت صفحه ي ايپد فوق العاده است.
133	روي هم رفته خوبه خوبه.
134	حقيقتش از يک هفته پيش تا حالا که من از ديجي کالا اين گوشي را گرفتم دائما به مشتري هاي خودم اين گوشي را پيشنهاد ميدم .
135	این پردازشگر به قدری قدرتمند است که هیچ‌گونه کاهش سرعتی حتی هنگام اجرای بازی‌های سه بعدی و یا انجام محاسبات سنگین،  مشاهده نخواهید کرد.
136	"سلام خدمت همه عزيزان
منم به پيشنهاد يکي از دوستانم اين گوشي را خريدم."
137	ضمنا جاي بسيار کمي ميگيره.
138	در کل،  تنها تفاوت در چیدمان در مورد خروجی هدفون به چشم می‌خورد که این بار در قسمت پایینی گوشی و در کنار درگاه رعد قرار گرفته است.
139	با توجه به مشخصات و قيمت Samsung Galaxy S Duos S7562 خيلي بهتره
140	همچنین فناوری بلوتوث نیز برای تبادل اطلاعات با دستگاه های دیگر بر روی این تبلت وجود دارد.
141	به هر حال،  هم گوشی و هم تبلت جزو وسایلی هستند که  طرفداران بسیاری دارند،  پس اگر خواهان داشتن هر دوی آن‌ها با حداکثر هماهنگی هستید،  پدفون بهترین گزینه برای شما محسوب می‌گردد.
142	این مرورگر بسیار روان است و با سرعت بالایی می‌تواند صفحات اینترنتی را نشان دهد.
143	براي کساني که نگران حالت 4:3 ال سي دي هستند LG اين مشکل رو حل کرده و شما ميتونيد با نگه داشتن دو ثانيه اي کليد Home نمايشگر رو به حالت Wide تبديل کنيد ( نکته بسيار مهم و کاربردي ) کيفيت دوربين در شرايط کم نور بدون فلاش مطلوب نيست که البته 99 درصد دوربين ها همين طور هستند.
144	دوميش اينه که دوربينش عملا به هيچ دردي نميخوره.
145	بخوام نتيجه بگيرم  اين دو تبلت واقعا در يه حدن،  از نظر قيمت هم در يه حدن.
146	حافظه رم 1 گیگابایتی این گوشی نیز  به نظر بسیار زیاد و مناسب می‌رسد.
147	اين مشکل که ميگن وقتي ميخواي فيلم بگيري يا عکس، منبع نور به رنگ بنفش در مياد شايد راست باشه ولي گوشيهاي سامسونگ هم اين مشکلو دارن(از جمله گوشي خودم)عمر باتري با اين که نوت2 ميگن10ساعت کار ميکنه ولي باور نکنين چون نوت1 هم ميگن10ساعت ولي6ساعته تموم ميشه ولي ايفون5 ميگن10ساعت عمر باتري داره واقعا راست ميگن حتي شايد بيشتر.
148	وقتي هم بردم گارانتي آواژنگ گفتن که اين مشکل وجود داره و بايد صبر کنيد ببينيم نسخه بعدي Android اين مشکل رو حل مي کنه يا نه 
149	سر و صداي نسبتا متوسطي هم هنگام کار دارد ولي کيفيتش خوبه
150	ولي براي حل اين مشکل من مجبور شدم از شيراز دستگاه رو ببرم تهران و کلي هم از وقتم گرفته بشه.
151	)ميتونن با کمي هزينه ي بيشتر گزينه هاي بهتري واستون باشند!
152	دوستان من اين گوشي رو تقريبا 3.5 ماه هست خريدم به اندرويد4.0.3 هم آپديت کردم به نظر شخصي خودم اين گوشي هم از نظر قدرت سخت‌افزاري و سرعت بالاش بهترين گوشي هوشمند ميباشد با دوربين 8مگا فوق‌العاده عالي با رابط کاربري فوق‌العاده دوست‌داشتني تاچ ويز سامسونگ.
153	گوشي مناسب، خوب و کارايي است.
154	کیفیت ساخت نیز بسیار بالاست.
155	من هم اين هارد رو از ديجي کالا خريدم ،  و از اين خريد واقعاً راضي هستم .
156	هم‌چنين کنسول XBOX 360 از صفحه کليد USB براي اتصال به دستگاه پشتيباني مي‌کند.
157	* کیفیت عملکرد واقعی ممکن است بسته به مشخصات فنی مدل‌ها و محدودیت‌های سخت‌افزاری متفاوت باشد.
158	من اين گوشي رو با تخفيف ويژه از نمايشگاه GITEX دبي خريدم.
159	خوش بختانه با hotspot موبايلم به راحتي تونستم به gprs و edge کانکت شم و از اينترنت استفاده کنم.
160	از رزولوشن پایین صفحه نمایش که بگذریم،  بقیه مشخصات این گوشی همگی رضایت بخش هستند.
161	يه کم نگران کننده است!
162	اين گوشي امکاناتش دقيقا برابري ميکنه با samsung galaxy s advance.
163	و به نظر من بدترين ضعف گوشي شکاف hdmi و usb  گوشيه که اگه زياد مجبور به شارژ و استفاده از پورت هاش باشيد مطمئنا خسته تون مي کنه
164	به همین دلیل سامسونگ به این طراحی دست نزده و مدل جدید خود را نیز با همان ابعاد ارائه نموده است.
165	اما به ادامه‌ی توضیح درباره‌ی A3400 می‌پردازیم.
166	برای نمونه پردازنده این تبلت نسبت به مدل سال گذشته بسیار قوی‌تر شده و هم اکنون می‌تواند ویدئوهای Full HD 1080p را به راحتی اجرا نماید.
167	سلام من اين دوربين رو تيرماه از همين سايت  خريدم .
168	"سلام 
اين هارد خيلي مقاومه (در برابر ضربه تستش کردم ) ولي از اولش که گرفتمش سيم رابطش مشکل داشت ."
169	اين دوربين از يک هندي کم سوني با قيمت خيلي بالاتر چيزي کم نداره هم عکس خوبي ميگيره و هم فيلم عالي حتي زوم اپتيکالش هم از هندي کم ها بيشتره
170	پس می‌توان این‌طور پیش بینی کرد که با استفاده معمولی از این گوشی،  به راحتی می‌توانید با هر مرتبه شارژ کردن آن،  بیش از یک روز از آن استفاده نمایید.
171	رزلوشن این صفحه نمایش 1280x800 بوده که تراکم پیکسلی بسیار بالایی را ارائه میدهد و خواندن متون بر روی آن بسیار راحت و لذت بخش است.
172	"ساده ترين کارها نياز به برنامه يا اينترنت داره يه شماره تلفن نميشه از گوشي ريخت رو سيم کارت
بدرد گوشي بازها مي خوره نه کاربر عادي که مي خواد راحت از همه امکانات گوشي استفاده کنه"
173	بنده غريب به يکساله که اين گوشي رو در اختيار دارم و هيچگونه عملکرد ضعيفي رو شاهد نبودم و با بروزرساني سيستم عامل اون به آندرويد 4 عملکرد اون بسيار بهبود پيدا کرد.
174	"من امروز گوشي دستم رسيد فوري اپديتش کردم خيلي با حاله
"
175	دوربین HTC در سری گوشی‌های One خود،  یک پردازشگر به نام ImageChip قرار داده است که وظیفه انجام محاسبات مربوط به دوربین گوشی را بر عهده دارد.
176	همه چيزش هم در حد خوبيه.
177	با این حال نسبت به مدل پیشین طوری به نظر می رسد که گویی شانه‌های بلندتری دارد.
178	همون طور که ميدونيد اين تبلت از پردازنده بسيار قدرتمند NVIDIA Tegra 3 با فرکانس 1.6 گيگاهرتز چهار + يک هسته اي استفاده مي‌کنه که نسبت به سخت افزار ايپد بسيار قوي تره اما ايپد جديد بدليل وجود سيستم عاملش به سخت افزار کمتر نياز داره  و بخاطر همين است که اپل ios 6 رو براي 3gs آفون قرار داده وگرنه گالکسي ايس از پردازنده قدرتمند از اون داره ولي به آندرويد 4 آپديت نميشه دليلش بخاطر همين موضوع است و  قريبا نمي شه گفت که ايپد بهتر از  تبلت تي اف 700 باشه.
