	Value
1826	1
2707	0
4525	0
1013	2
1819	0
462	1
3042	2
1686	2
7213	0
6710	0
7189	0
3482	0
996	0
5478	1
7380	1
7352	-1
4351	1
3038	2
1902	2
5352	-1
331	0
7394	1
6534	1
3031	1
4093	0
2107	0
1380	1
1338	0
1262	1
2574	0
659	1
4421	0
4763	2
6836	0
6848	-1
1537	2
1232	0
5823	1
5512	1
4165	0
1187	1
5256	1
1397	0
2133	0
6098	1
5857	0
5948	1
3088	0
3787	0
1160	0
3200	0
2997	0
3318	-1
1581	2
4864	-1
4128	1
1361	1
1758	1
6211	0
3719	1
529	0
4281	-1
3506	1
1682	2
6648	0
1494	2
4174	0
2075	1
4412	0
276	0
4332	1
366	0
4203	0
3644	1
6761	0
4259	0
5086	2
6493	0
1573	2
5329	0
593	0
1057	0
7009	0
1286	0
5279	1
3734	-1
4420	0
1165	0
3460	0
6192	0
6177	1
5697	2
2206	1
4749	0
6627	0
3251	1
542	0
6442	2
3697	2
1344	0
7052	0
1227	0
5960	0
248	-1
4387	0
2838	1
3517	0
4232	2
6282	0
6660	1
5406	1
5964	1
5681	2
2600	1
4183	-1
2927	0
7289	-1
3926	0
6940	1
553	2
6545	-2
5730	1
4866	-1
7181	0
3272	1
6833	1
2303	1
4714	1
6584	1
651	2
4245	1
3822	1
430	0
1179	1
5763	0
461	2
5277	1
6307	0
425	1
1572	1
4761	2
5287	0
4615	0
1092	1
5459	2
5648	1
790	1
7250	0
1203	2
6795	-1
2090	1
725	0
1614	0
1712	1
2626	-1
5156	0
101	0
3172	2
613	0
4072	0
4720	-1
6144	-1
1493	0
451	0
6401	0
6425	0
4015	1
6286	0
3585	2
6393	0
3023	0
1890	0
842	1
1144	0
1497	0
1128	2
3021	0
5280	0
2761	1
4901	1
5148	0
2260	2
2306	2
355	1
6611	1
705	0
1	1
7310	2
3584	1
4353	2
3993	0
560	1
213	0
1788	0
70	1
972	0
1566	0
607	1
4850	2
6150	0
4730	1
874	1
5662	0
6185	0
1389	1
2723	0
882	0
7163	1
2334	1
548	2
7232	2
6845	1
3369	-1
6173	2
4902	2
4076	0
2822	2
1372	1
1731	1
1188	0
6803	1
6618	0
6786	1
3672	-1
809	-1
4043	-1
2888	0
2530	0
4054	2
4739	-1
2828	1
4853	-1
6158	1
5794	-1
4090	0
1080	0
5824	2
5381	1
2636	0
3728	0
1253	2
6555	1
535	1
885	1
6009	0
6252	0
2676	1
269	0
6010	0
6506	-1
3319	0
3440	0
5691	0
2143	0
1023	1
1009	0
4751	2
27	2
5160	0
5768	1
5535	-1
6255	0
3819	0
1432	0
3205	1
383	0
2829	-1
275	1
3763	1
1272	0
888	0
818	2
2992	0
5453	0
3014	0
3586	2
756	2
1754	1
1218	2
554	0
6586	-1
2106	0
2849	1
7118	0
4037	-1
61	1
0	0
3729	2
2358	1
5656	1
285	0
1861	0
1410	1
2076	1
3803	1
6183	-1
3547	1
5735	0
3575	2
6849	1
3164	1
3137	0
5628	2
4575	0
671	-1
4796	0
6269	0
3783	0
5573	1
5873	1
4060	2
3350	0
3821	0
2547	0
5037	2
5755	1
4258	-1
3421	1
1635	0
625	2
6888	-1
2343	1
4874	1
4244	0
228	2
5299	0
3188	1
6407	1
2575	1
3290	1
1625	2
3688	1
6146	1
3131	2
4270	-1
6771	0
1923	2
5006	0
319	2
4026	0
4661	0
943	0
467	-1
6739	0
3869	1
5707	1
5777	1
6984	1
4162	2
1248	0
4369	1
5182	1
3280	1
2537	1
6750	2
5950	0
5457	0
3775	0
6019	1
3434	-1
2968	1
3665	0
4457	2
7098	1
1922	0
6245	0
2243	2
7156	0
2475	0
375	0
57	0
5464	2
112	1
5881	-1
6558	-1
884	1
3765	1
4240	0
1884	0
3563	0
4577	0
4719	-1
7159	0
1276	0
1495	1
1388	0
2618	2
4889	0
164	1
7238	1
3063	1
697	0
477	0
3102	0
7128	1
2741	0
2472	1
5274	1
6622	1
6855	1
3936	1
5825	1
1303	0
4554	2
7378	1
3066	2
2755	2
4917	2
6579	0
1124	0
1421	1
3324	0
4316	0
4393	1
2954	1
1821	0
2357	0
2612	0
3612	1
6090	0
854	1
944	1
219	0
7241	2
1148	0
3511	0
75	2
5440	0
104	1
7298	0
6251	0
5348	2
6971	2
6596	0
7153	1
3015	2
2396	2
1358	0
1364	1
3623	1
706	1
4226	2
5043	1
3573	0
6966	0
6784	-1
2906	1
5558	2
4041	0
6458	0
2556	1
2255	0
3080	0
19	0
5337	1
1079	0
362	1
2563	-1
4950	0
3646	0
7101	-1
188	2
3204	0
3645	0
246	1
5448	0
3226	1
3917	1
6893	-1
6132	0
5140	-1
3187	0
49	0
6949	0
5772	0
200	0
1311	0
5714	-2
4815	2
4006	2
5066	-1
520	1
3950	1
1066	0
2947	0
400	0
3411	2
3372	-1
1000	0
5826	1
3579	2
6609	1
5349	2
4449	-1
2604	0
5982	2
324	1
4212	2
2349	0
271	1
1102	0
597	0
7304	-2
3770	1
663	1
186	1
5321	0
1481	2
3113	0
5742	1
4690	1
1649	1
5207	0
2853	0
2335	1
3969	0
1658	1
585	0
5306	0
1554	0
6077	1
1782	2
126	0
1789	1
1857	0
3466	0
5701	0
470	0
5300	0
6883	-1
6478	1
5944	0
4780	2
439	0
167	0
3050	1
3308	0
5095	2
4791	0
2767	1
2967	0
2857	0
2684	1
6437	0
2988	1
2021	0
5067	2
3246	2
4654	0
742	0
5407	0
6958	0
6039	0
1287	0
6323	0
3435	-1
664	0
6299	1
5515	0
2711	2
2518	0
2078	1
6297	0
7297	0
2008	2
1519	0
5190	0
3419	0
6011	1
3597	1
3804	2
2745	1
6928	1
1596	0
4662	0
3035	1
1600	1
4283	0
148	1
2493	-1
6367	0
6722	0
5513	2
4235	2
7372	2
3186	-1
964	1
2337	1
66	1
5141	2
4712	-1
6196	0
6359	0
4495	2
4777	1
6352	1
847	2
3761	1
7264	0
2209	-1
3426	1
1864	0
2688	-1
4415	2
4956	0
1095	1
2966	0
233	2
6413	0
5676	2
2663	0
5196	0
2671	1
156	0
4214	0
3285	-1
5640	1
927	0
1916	-1
1988	1
151	0
1269	1
2510	0
6652	1
255	0
3170	1
2851	0
1878	0
4264	1
5138	1
4238	0
4482	0
5099	1
2278	1
5586	-1
5228	1
5928	0
94	0
1052	1
4477	0
1483	2
5120	0
6640	1
6179	1
3224	1
277	0
2624	2
3977	1
2202	1
1109	0
6119	2
4993	0
4206	0
479	1
3267	0
6005	-1
7270	0
7130	0
211	0
5526	0
3786	0
4306	1
6994	0
7015	0
5001	0
6797	0
2485	1
4024	2
4035	-1
3682	2
3163	2
3603	2
6159	0
3265	2
1815	0
5693	-1
2811	0
10	2
3448	0
4383	-1
2513	1
3886	0
6905	2
2909	1
427	2
4045	0
130	2
5325	1
7112	0
4986	1
5658	1
273	0
43	0
1324	-1
7321	1
3847	0
3087	0
489	-1
3976	0
6551	1
4521	-2
2052	1
5212	2
288	0
4588	2
2712	1
6334	0
2014	1
2584	0
7249	0
1015	0
6200	-1
2046	2
3399	2
4636	1
7300	-1
4007	0
5790	1
1879	0
6804	1
3365	1
633	0
1164	0
2821	2
5894	1
4650	0
3507	2
6167	2
2541	1
733	0
1340	1
1424	2
4065	1
7141	0
6792	1
3309	1
6176	1
3430	-1
2155	1
3297	0
5641	0
4099	0
2379	0
4066	2
2194	1
6537	-1
6276	0
4598	0
3061	0
6955	2
6854	0
3832	2
3443	-1
2404	0
7333	0
5689	1
6421	0
3019	1
6148	1
4472	0
2406	0
2109	0
1588	0
5619	1
3155	0
7363	0
6774	0
1836	0
570	1
4459	0
1822	1
3704	0
6571	0
5925	0
1215	2
3173	1
753	0
2466	1
1294	0
2610	0
446	0
2715	2
1106	1
2443	1
3401	0
1737	0
1461	2
4489	0
4839	1
5237	1
4450	-1
4078	2
7040	1
142	2
5093	0
1663	2
3432	0
2035	2
3891	0
465	0
2190	2
1855	0
5398	1
7188	-1
5395	1
6212	0
2886	1
2267	2
7218	1
2065	2
2110	0
2816	0
6530	1
7199	1
1653	-1
7219	2
2914	1
707	0
5031	2
6973	0
2778	1
6692	0
3331	0
2721	1
929	1
6382	0
5605	2
6066	0
2749	0
2077	2
1510	1
6216	0
5264	2
2367	1
4718	-2
301	1
4363	2
183	0
4505	-1
1841	0
7033	0
5836	-1
2754	0
1500	0
546	0
7277	1
6280	0
2959	1
3802	0
5683	0
3218	1
3915	0
1651	0
4473	2
516	1
1833	0
7286	-1
6717	1
6674	0
353	0
2795	1
6037	0
4949	0
1734	0
6581	2
1897	2
6020	1
6654	1
1135	2
4532	-1
1119	0
5054	1
2425	1
4954	0
5564	1
3242	1
6290	0
851	1
1257	2
3182	2
1460	0
1722	0
3315	0
28	1
7217	0
1112	2
2166	1
4290	0
3439	1
7143	0
2571	-1
4227	2
6224	0
4982	0
5702	2
6832	1
1605	2
5890	0
170	0
2369	2
93	1
310	0
401	1
4806	0
6824	1
3882	0
4088	-1
2690	0
5109	0
3934	1
5908	1
7195	-1
3685	2
5729	0
6395	2
5544	2
4694	0
6638	0
5507	0
1584	2
1464	0
2577	1
5618	2
2064	0
3407	2
810	-1
3877	-1
960	0
3810	-1
6048	-1
3757	0
1323	0
7114	0
840	0
6000	0
1488	2
1930	2
1777	1
6637	1
6657	0
402	1
6298	0
138	2
3911	1
7099	0
159	2
1927	1
1893	1
4003	0
365	1
5262	1
5638	2
1505	2
4040	0
3149	-1
3525	1
6615	1
1142	0
460	2
2837	-1
3269	-1
3228	1
7414	0
6235	1
7070	0
3906	0
5372	2
1374	0
5220	1
7336	0
7087	0
732	0
2274	0
5137	2
3409	1
3082	0
4765	1
2858	0
56	0
6008	0
4644	1
2365	0
3581	1
5315	0
4300	1
3225	0
1060	2
1235	2
4609	0
6604	1
1472	0
2731	2
7212	0
5028	1
6428	2
192	1
4202	-2
2130	0
4972	0
4394	0
6492	-2
5290	2
6412	0
2263	0
3774	-1
2726	0
1157	0
3922	0
3736	-1
1011	1
5594	1
4101	2
4503	0
2764	0
7244	0
4655	0
3446	1
4837	2
4754	1
6142	-1
370	2
2470	0
3210	-1
231	0
1925	0
230	2
3220	0
1934	2
2805	0
3844	-1
6190	0
193	2
121	2
5433	2
3589	1
2568	-1
7381	0
3060	0
875	1
2786	0
6738	0
2777	0
574	0
3030	0
4591	2
4511	0
1435	2
6711	0
3776	0
4748	1
1116	1
7075	0
5968	-1
1031	2
6390	1
2782	1
3371	2
4568	2
3897	0
2460	0
1753	0
6727	0
1199	0
1258	0
7068	0
4663	0
1490	0
3743	0
7311	1
1611	0
5436	2
2779	0
6769	0
202	0
734	0
4154	0
5242	0
4282	2
3715	-1
6837	-1
5591	1
2169	0
5523	0
5876	0
5711	0
3483	0
4445	-1
5494	-1
841	1
512	0
1632	0
46	2
6744	1
1586	0
337	-1
2863	0
1070	0
2889	2
1283	0
4740	-1
4342	2
6812	0
926	0
2192	0
6444	2
7329	2
2433	1
2127	2
3825	0
6564	-1
103	1
3415	2
3121	0
5136	-1
4829	2
5171	0
5249	2
3616	1
6881	1
4208	0
3404	2
1141	0
7184	0
6876	0
5803	1
6032	0
4268	0
7294	0
3235	1
2794	0
2780	1
5113	1
2807	0
2523	-1
6861	-1
1202	1
3092	0
7402	2
3236	-1
1693	0
552	0
962	0
3055	1
1829	0
6602	1
6270	0
7191	1
5809	1
5253	1
2595	-2
2174	1
3347	1
588	2
6210	0
3074	0
1183	1
408	0
1243	1
2134	0
1241	1
4315	0
6494	-1
3129	1
2597	-1
6459	0
5652	2
4230	0
1267	0
3022	0
5175	0
4263	0
5785	1
1454	2
2044	2
3857	0
5062	1
4807	2
4888	0
263	0
7374	1
476	1
4352	2
6059	-1
2519	2
1024	2
4896	2
7136	1
1603	0
4146	-1
1851	0
2098	-1
2930	0
3498	2
2667	0
890	0
5444	1
5301	0
3535	0
907	0
2370	0
4924	2
3275	2
903	0
2401	2
5429	1
6655	0
433	1
1293	2
6634	1
5912	0
5428	2
3767	1
946	0
6698	1
5423	1
4733	-1
6887	1
2036	1
6623	-1
3133	2
3209	-1
3377	1
6473	0
3018	1
3191	-1
768	0
4031	0
458	0
5727	-1
621	-1
1447	1
1944	0
601	0
3462	1
171	-1
6091	0
6725	1
2569	0
3361	1
3487	2
4608	0
761	0
7016	0
6231	0
5877	0
6250	0
7001	1
1703	1
7313	2
502	2
1992	0
6932	0
4934	2
5739	1
473	0
6532	0
5163	0
3114	2
5828	1
3255	0
5125	0
4100	-1
6017	0
450	0
4064	1
2281	0
2917	1
2345	1
4563	1
1697	0
6857	2
5170	2
2050	0
5738	0
952	0
6859	-1
3762	0
6539	-1
4964	0
2788	2
3456	0
1458	1
3122	2
4579	2
5032	2
3680	0
2261	0
6968	1
1858	1
1716	2
3592	0
3722	1
3651	1
4569	1
6253	0
6681	2
2198	0
2178	1
2459	0
6464	1
4437	-1
4377	0
569	1
654	1
5840	-1
5130	2
2471	0
2446	0
6127	0
5408	0
2962	0
5688	2
2975	2
4560	1
396	0
2901	2
1006	2
1885	0
2246	0
2227	1
5669	2
4107	1
4657	-1
710	0
187	2
2490	-1
2003	-1
6574	1
4059	0
605	1
3833	-2
4816	1
173	0
3845	-1
5394	1
4911	-1
6403	0
1786	2
3344	1
5057	0
2708	2
114	1
1197	1
6206	0
5921	0
2890	0
1545	2
900	1
6038	0
2763	0
7226	0
7152	1
4630	2
527	-1
6747	0
6345	0
4395	-1
4671	1
5608	2
4592	2
2219	1
6171	2
4957	0
4985	2
6740	0
2148	2
1282	1
2249	1
4716	-1
2464	2
42	0
2895	0
155	1
5219	1
2421	0
5503	1
3493	0
4246	0
7032	0
6072	0
5883	0
1236	0
1182	1
3693	1
4292	1
3941	-1
906	-1
6536	1
175	1
4197	2
6866	0
4000	0
6014	0
2135	0
2108	0
5199	2
3887	0
6816	0
6324	1
3959	0
2622	1
572	1
2311	2
5400	2
1639	0
4810	2
1027	0
4622	2
1239	0
6570	-1
5796	2
5081	2
4922	-1
6237	-1
7174	0
5454	2
217	2
7132	0
1707	0
3854	0
5505	0
1192	2
5607	0
4678	1
6484	1
1086	2
511	-1
7084	0
7067	0
1107	0
5841	-1
3281	1
4475	2
2138	0
4181	1
3332	0
859	1
5829	1
1571	2
1629	2
6815	0
6372	0
6985	1
3353	0
3632	0
2501	1
1823	0
6485	0
6223	0
6168	1
4318	0
2517	0
1339	1
622	-1
3794	2
974	0
5700	2
4855	-1
5424	0
336	0
6884	0
3298	0
1289	0
5087	2
6099	0
6916	-1
717	0
5463	2
3690	0
5466	2
4757	0
4496	-1
5766	0
1219	0
418	0
2152	0
6050	1
1226	2
1776	0
1765	0
5696	1
650	1
2874	0
4057	0
2395	2
6531	2
5989	2
5347	2
4253	-1
1761	0
7036	0
5838	-1
1478	2
1093	0
2049	1
169	1
526	1
3219	2
4062	0
6912	0
2716	1
1516	2
4170	0
3738	1
6329	0
6405	0
5056	0
5867	2
5089	1
58	1
2024	1
105	1
2825	1
52	0
2230	0
2928	0
6445	0
1904	2
6632	0
4818	2
6818	1
6435	0
1720	-1
1394	1
1485	-1
6248	0
1645	2
631	-1
2693	0
4279	-1
7170	0
4249	2
549	2
